a;sta
a; ma
to the;to the 
y;rry
 fo; for
i;ie
n; an
R;RY
a;ha
h;ho
r ;r t
p;e p
w;wh
 T; Th
:;SSA:
 ;e, 
o;so
i; hi
 ;ere 
t;wit
 ;anessa 
c;co
r;rd
A;AM
 ;be 
 ;to 
A;AD
n;ng
nto;nto 
h;th
t; st
r; tr
:;Y:
t;on't
 co; cou
e;ime
e;ee
u;cou
 ;g 
rr;rry
al;all
 ;se 
t;on t
 ;'t 
e;e'
Y; Y
a;ay
e;ev
ow;ow 
t ;t b
a;nessa
 ; I
 ;ou 
t;y t
d ; and 
 hon; honey
el;ell
 ;out 
s;is
 ;I 
a;y a
h;d th
essa;Vanessa
lo;low
s a;s a 
B;Be
o; to
o; so
r;e r
o; no
 ;ust 
 ;'s 
o; o
o;io
is;is 
 ; have 
c;ck
o t;o th
t;It
t; on t
e;ie
st;sti
';'re 
 B; Barry
 ; we 
 ;n 
k;ki
t th;t the
nessa;nessa 
 ; M
k;ock
th;thi
t;ts
E;ER
a;am
hone;honey
 t; th
e;em
 d; do
k;nk
n;hin
 ;r 
 b; bu
E;ES
you;you 
 ;t. 
i;ai
r;wer
y;ney
o; flo
A;VA
s;ess
os;ose
 ; all 
e;t the
g;gh
 yo; you
 ;N 
e ;e t
i;ri
r;r 
s;t s
ca;can
es;ess
 ;ot 
at;what
e;e bee
t ;t h
.;ng.
t;ht
e;lle
 ;hat 
S;ES
 ;st 
 ; h
 B; Be
o;oo
o;on
s; this
L; L
ke;ike
n;nt
for;for 
e; He
 ; he 
ha;hav
a;d a
 ;your 
king;king 
r;pr
r;ir
 o; ou
e;de
oo;ook
 l; li
BARRY;BARRY:
a;tha
t;ight
:;N:
k;ok
a;ak
p; p
e ;e h
d;d.
a;hea
o;to
S;SS
ie;ies
ARRY;ARRY:
u;bu
the;the 
s;ls
a;na
AM;ADAM
s;e's
e;ke
 o; of
 ;me 
y ;y t
t;to t
 ;d 
r;rr
arry; Barry
r;ra
.;t.
p;pi
i;vi
T;Th
u; ou
ar;are
e;ove
ng ;ng t
 ;n't 
N;IN
o; po
s;ies
t ;t w
a;pa
AN;ANE
e;en
e;ee
o;ow
Ba;Barry
bee;bees
e;me
t;s t
ne;nes
:;A:
t.;t. 
e;the
e;o the
h;wh
he ;he w
ts;ts 
i;ike
e ;e n
v;vi
 ;with 
ee;ees
hat';hat's 
ES;ESS
h;t h
y;y.
n;don
g;ge
s ;s s
u;ur
e;ere
un;und
out;out 
t;in t
?;t?
ro;rou
o; wo
ave;ave 
 ; out 
e; the
ing ;ing a
s;s 
ke;ke 
!;! 
e;ome
 ;k 
Tha;That
one;oney
ing t;ing to
j; j
at;at'
o;lo
 y; yo
o; go
T; T
he ;he c
R;ARR
B; B
a;es a
m;me
H;Ho
he;hea
 ;e a 
ESSA;ESSA:
e;n the
 ;ry 
a;(Ba
u;ut
t;n t
 ho; hon
y;e y
 ;Barry 
.;n.
a;Tha
s ;s i
ar;arr
s;ts
 ;arry 
r; fr
 ; the 
n;in
e be;e bee
p;pl
this;this 
 s; su
d;do
m;em
ak;ake
V;VA
al;alk
 a; al
 ;this 
k;hink
n the;n the 
A;A:
h;(Th
a;ar
 in t; in th
 ;(Barry 
n;n'
e ;e a
s ;hat's 
 H; He
A;AR
 ; b
A;An
thi;this
 ;ith 
se;see
es;es.
t;th
 m; mo
u;ug
l;oll
in ;in t
ee;ee 
 w; wa
r;your
f;ff
y;ay
E;EN
 ; S
here;here 
er;ower
e y;e you
d;ad
 ;- 
arr;arry
SSA;SSA:
:;DAM:
 an; and 
i;ni
 ; Y
J;JO
s; bees
ing ;ing t
 ;t 
er;er 
a;ai
c;ct
e ;e d
ss;ssa
are;are 
m;mi
r;wor
with;with 
A; A
t; not
t;ust
o; mo
e;here
 in; int
.;d.
n;an
o;yo
 ;for 
nes;ness
essa;essa 
b; b
o;e to
her;here
t;not
tim;time
d;d 
in;int
er;ere
.;ing.
t;tt
i; li
st;sta
e;ge
 ; o
w;ow
i;ic
on't;on't 
ng ;ng a
a; tha
 are; are 
s;s)
n; on
iv;ive
a; wa
w;low
-;- 
 ;king 
n;kn
M;DAM
 ;Vanessa 
o;kno
e; we
I;IN
 in; in 
s;ns
re;rea
 ;ne 
s;o s
ld;ould
i; wi
 ;ll 
u; you
o;s o
e;ne
t;tr
h;to th
 s; so
wh;what
l;fl
e's;e's 
s;su
le;le 
ur;ur 
a;da
n; can
y;oney
ou;ould
Vanessa;Vanessa 
ot;ot 
t ;t a
N;N:
 ; his 
s ;s t
s ;at's 
 ;t of 
 ; g
m;ma
hin;hink
st;st 
o;bo
h;e h
an;Van
i;s i
t;ght
e; me
 do; don
Th;Thi
 ;on't 
';I'
an; Van
i;ir
R;AR
u;un
a;ab
 ;as 
s; is
to;to 
M; M
 n; no
k;alk
RRY;BARRY
N;NE
.;e.
 se; see
i;it
a;ssa
 ;s, 
w;we
r;re
 ;You 
t;r t
w;t w
en;en 
 have; have 
 h; he
ou;ou'
 ;ed 
c;ci
i;fi
A;ESSA
h; th
s;ers
 ; your 
 hi; his
don;don't
he;hey
';n'
o; ho
o;oi
l;ly
h;s th
d t;d th
t; get
t; out
rry;(Barry
oll;olle
e;e,
b; the b
 ;and 
n; don
a;la
 ;here 
of t;of th
 ; :
m ;'m 
o;flo
e ;e i
 V; Van
a;ba
t;rt
a;av
e;te
'; I'
a;Wha
a; ha
 ; of 
tin;ting
t; int
 ;nd 
ll;lle
 f; fo
 ; L
t;te
s;se
ith;ith 
i;im
S;SA
o;oo
 ;don't 
int;into 
l;pl
 ; i
t;t,
ol;oll
e; Be
k;ke
 ; for 
';'s
l;ell
f;fl
k;k 
Y;ARRY
 ;you 
g;thing
 wit; with
t ;t s
a;pla
 for; for 
 s; se
g;ug
kin;king
anessa;anessa 
to ;to t
T;(T
s ;s h
w;he w
s;ss
o; fo
ut;ut 
 ; t
E;LE
(;(B
i;oi
th;the
 ;ks 
r;gr
ow;ower
 w; wi
te;ter
e ;e o
ry;ry 
 r; re
n;nk
 ; l
i;y i
t;o t
ng;ng.
 l; lo
e ;e b
h;d h
t;f t
t;'t
..;...
h;e th
B;BA
thin;thing
i;wi
l; al
 Van; Vanessa
k;kn
 Yo; You
NE;NESS
of ;of t
c;ca
b;bl
 i; in
f;f 
o;No
s ;s b
 s; sh
o;loo
s;rs
r;er
r;her
R;ER
 ; W
la;lan
 ;l 
his;his 
o;ol
u;su
 ; j
e; ne
a; a
:;VANESSA:
an;an 
ne;ney
igh;ight
n;on
g; g
ou;out
v;ev
u;u 
o;of
r; ar
i;mi
t;ing t
e;ey
 ; a 
o;go
y;ye
 he; he 
e; he
t;st
your;your 
t ;t t
y;ly
A;SSA
 the ; the b
 ; s
';'t
m;im
s the;s the 
u; su
:;RRY:
v; hav
the;ther
h; wh
n;An
u; bu
o;om
c;ec
 out; out 
e;se
 ;er 
n; thin
 ; are 
 ; r
th;th 
hav;have
y;y, 
?;e?
ting;ting 
V; V
 b; ba
!;t!
a;t a
ug;ugh
e a;e an
yo;you
n;e n
 ;sa 
u; You
 ;h 
s; was
e;ate
SA;SA:
th;tha
as;as 
l;al
ARR;ARRY
no;not
s,;s, 
ing;ing.
 ;in 
 ;ssa 
sa;sa 
 ; it 
 ; w
:;ANESSA:
 k; kn
d;ead
f;of
 d; di
in;in 
';hat'
 ;essa 
oi;oin
 ; y
h;Wh
e; have
nt;nto
l;le
 tha; that
It;It's 
K;Ke
y;honey
 f; fr
f;t f
ve;ver
o ;o s
i;d i
f;ff
ne;ne 
 ca; can
h; sh
E;KE
y;ey
ti;tim
D;DA
o;ou
on';on't
 ;ts 
n;lan
:;M:
e;eve
 ;all 
t; t
ly;ly 
t t;t th
of;of 
a;ea
.;. 
 ; d
AR;ARR
t;t t
o;fo
';e'
wi;wit
n th;n the
ks;ks 
s;s,
d;ds
 thi; thin
t;tt
o;o 
 f; fl
u; ju
n;ni
h;with
don't;don't 
e;ye
t;e t
 be; bee
hi;his
ve;ve 
re;re 
k;ak
e;fe
y;ry
es;es 
 th; thi
DA;DAM
s;ness
e;el
n; hon
r;tr
e;ble
 h; ho
o;wo
h;ht
 is; is 
our;our 
ANESSA;ANESSA:
 al; all
.;y.
 ; p
 ;n the 
e; bee
c;e c
 i; it
fo;for
j;ju
h; h
 wi; wit
s;e s
h;h 
i;iv
w;s w
r;ro
RRY;RRY:
h;h, 
VAN;VANESSA
tha;that
N;N 
o;g to
t;int
';at'
t;What
a; ba
 ; H
t;ta
 you; you 
e;e?
g ;g a
t;hat
t;ot
 ; I 
wo;wor
 ;s 
ey; honey
y;y 
e;pe
:;BARRY:
:;ARRY:
eve;ever
l;la
d ;d t
M;AM
t;n't
 ; this 
on ;on t
 ;his 
(Barry;(Barry 
s;s! 
n;oin
m;tim
i; ti
V;Van
e;e 
 ;u 
g;ga
A;SA
e;es
.;r.
d;nd
f;e f
e;ve
u;hu
d;da
n;e an
t; of t
l;il
A;NESSA
 ha; hav
s;s.
n;na
i;if
ki;kin
w;wa
 ;ly 
 ; at 
t;ng t
I;I 
 no; not
m;am
c;nc
n;nc
e,;e, 
i;in
e;et
 with; with 
 ; a
b;s b
o;oc
, ;h, 
you;your
t of;t of 
';t'
or;or 
u;ou
p;pr
f;fe
n;nd
g ;g t
y ;y a
NESS;NESSA
s;as
:;NESSA:
o th;o the
t;but
n;can
ev;eve
r; for
g;ing
 ;s the 
s th;s the
we;wer
W;Wh
 you; your
H;He
 ;ng 
e;f the
 ;nt 
l;ill
 ; Barry 
l; fl
e;olle
AM;AM:
N;VAN
e;hone
 ;re 
ov;ove
g;king
ey;ey 
 l; la
e;s the
 a; ar
i; i
i;hi
n; in
 ;et 
e;to the
ge;get
r; r
f; f
, ;y, 
 ;hey 
c;uc
f;fo
o ;o t
o;or
s;he s
p;pe
t;t.
s;s s
o;op
ess;essa
i;ti
d ;d i
e a;e a 
H; H
o; do
ar;ard
g;ng
u;you
ac;ack
er;ers
r;ever
ou;e you
 s; st
t;tu
g;e g
e;ave
 ;have 
't; don't
Barry;Barry 
s;es
 a; at
v;hav
e;e the
W; W
);e)
nd;nd 
I';I'm 
e ;e f
t;it
o;ing to
e ;e s
p;up
p;ap
a;ma
s;ss
g;gr
 m; ma
 I; I 
 ;to the 
ou;ou 
e;ose
g;gi
 ; f
 at; at 
J; J
t;That
 ;the 
 ;ing 
d;de
h;gh
bu;but
c;cr
an;ane
S;ESS
i;si
n t;n th
.;g.
a;Ba
 ;we 
SS;SSA
p;po
Y;Ye
d ;d h
h;f th
 g; go
ig;igh
im;ime
(Ba;(Barry
o; kno
o;ot
e ;e y
p;op
m;om
s;was
i;id
at;ate
t;that
i;e i
 ; that 
o;co
f;fi
s;ks
 ;! 
 ;are 
t;t!
s ;t's 
co;cou
e;ive
 ;on 
's;'s 
f;fr
 t; to
o;ov
m;um
nt;nt 
e; e
o;od
 it; it 
a;ap
 ;ut 
o ;into 
s;nes
n;ns
,;, 
e ;e w
e ;e r
,;e,
A;DA
 ;en 
 ;a 
 p; pa
 to; to 
e ;e c
 c; co
r;for
me;me 
't;'t 
e;Ye
 c; ca
RR;RRY
o; co
:;RY:
w; w
p;p 
.;...
 ;s a 
a;wa
Yo;You
at;at 
f t;f th
A;AN
's ;It's 
s;us
Y;RY
';ou'
n;nn
 ;ck 
h;ha
 ge; get
r;rt
h;n th
n; kn
n';n't
i;ig
u;u'
h;sh
l;li
ha;hat
d;uld
t; wit
r;ar
N;AN
t o;t of
 this; this 
s;sp
W;We
s;si
re ;'re 
t;t?
 kno; know
f;if
t;et
t;ent
hat;hat'
er;lower
wa;was
a; ca
t;d t
);s)
e; be
N;EN
 Barry; Barry 
 ;our 
on;on'
Be;Bee
r;our
 ; V
w;wo
i;sti
i;t i
h;of th
h;on th
e;we
s; s
t; at
l;ol
low;lower
o;po
e;The
y;yo
t;t 
o;ok
t';t's 
 hav; have
w; know
e;see
';on'
 ar; are
ESSA;VANESSA
s;os
BA;BARRY
t;nd t
NESSA;NESSA:
s;st
a;as
 fl; flo
n ;n a
e';e's
et;et 
e;have
e t;e th
o;s to
 that; that 
a;an
e;e!
kn;kno
r;ur
u; hu
h;t th
k;rk
f ;f t
 Y; Yo
t;ti
w;e w
y; y
it;ith
 in ; in t
l;bl
u;up
s;sa
 ;an 
l; all
 ; with 
h;in th
 on ; on t
e;ea
 wa; was
 th; tha
Y;Yo
a;al
d;und
s;ees
ssa;ssa 
 ;he 
e;ed
wit;with
,;t,
ng t;ng to
o;e o
he;he 
i;io
a; ta
i;thi
o;ng to
 kn; kno
s;his
u;rou
h;he
e;re
arry;arry 
n;nn
I; I
we;we 
hin;hing
 ; e
k;ink
 I; I'
!;e!
r;cr
(T;(Th
ha;han
 ; B
k;lk
ea;ead
a;n a
 n; ne
B;Ba
c;ac
 ;th 
in;ing
m;m 
no;now
s;ds
o; lo
hon;hone
er;ery
 ;f 
m; m
i;di
f;t of
d;di
s; his
s;so
:;SA:
b;bo
 b; be
r;or
t; it
t;at
he ;he s
fl;flo
r;rs
k;ook
ti;tin
t; in t
Th;Tha
 ;e 
L;LE
a; fa
e;time
a;rea
o;os
i;ci
Wh;Wha
R;RR
o; Yo
t;out
se;se 
b;e b
rry;rry 
 ; to 
s ;s a
c;ch
h;hi
 bee; bees
I;I'
ust;ust 
 your; your 
The;The 
e; are
:;ADAM:
r; your
r;ri
k;ck
:; :
k; k
lo;loo
 ou; out
a;ra
essa; Vanessa
n;kin
s t;s th
have;have 
 i; is
 ;ting 
k;ks
t;get
 ;e's 
O;JO
a; la
 g; ge
s;this
Y;RRY
y;arry
me; time
D;AD
